Feature,Midle,Turned,Value
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_names_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector,ClusterPolicy,namespaceSelector,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions,ClusterPolicy,matchExpressions,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_operator,ClusterPolicy,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_values,ClusterPolicy,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_values_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchLabels,ClusterPolicy,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaces,ClusterPolicy,namespaces,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaces_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_operations,ClusterPolicy,operations,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_operations_CREATE,ClusterPolicy,CREATE,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_operations_CONNECT,ClusterPolicy,CONNECT,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_operations_UPDATE,ClusterPolicy,UPDATE,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_operations_DELETE,ClusterPolicy,DELETE,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector,ClusterPolicy,selector,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions,ClusterPolicy,matchExpressions,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_operator,ClusterPolicy,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_values,ClusterPolicy,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_values_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchLabels,ClusterPolicy,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_roles,ClusterPolicy,roles,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_roles_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_subjects,ClusterPolicy,subjects,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_subjects_kind,ClusterPolicy,kind,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_subjects_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_subjects_apiGroup,ClusterPolicy,apiGroup,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_subjects_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate,ClusterPolicy,generate,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_apiVersion,ClusterPolicy,apiVersion,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_clone,ClusterPolicy,clone,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_clone_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_clone_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList,ClusterPolicy,cloneList,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_kinds,ClusterPolicy,kinds,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_kinds_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector,ClusterPolicy,selector,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions,ClusterPolicy,matchExpressions,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_operator,ClusterPolicy,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_values,ClusterPolicy,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_values_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchLabels,ClusterPolicy,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_data,ClusterPolicy,data,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach,ClusterPolicy,foreach,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_apiVersion,ClusterPolicy,apiVersion,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_clone,ClusterPolicy,clone,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_clone_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_clone_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList,ClusterPolicy,cloneList,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList_kinds,ClusterPolicy,kinds,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList_kinds_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList_selector,ClusterPolicy,selector,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList_selector_matchExpressions,ClusterPolicy,matchExpressions,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList_selector_matchExpressions_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList_selector_matchExpressions_operator,ClusterPolicy,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList_selector_matchExpressions_values,ClusterPolicy,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList_selector_matchExpressions_values_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_cloneList_selector_matchLabels,ClusterPolicy,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context,ClusterPolicy,context,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall,ClusterPolicy,apiCall,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_data,ClusterPolicy,data,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_data_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_data_value,ClusterPolicy,value,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_default,ClusterPolicy,default,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_jmesPath,ClusterPolicy,jmesPath,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_method,ClusterPolicy,method,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_method_GET,ClusterPolicy,GET,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_method_POST,ClusterPolicy,POST,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_service,ClusterPolicy,service,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_service_url,ClusterPolicy,url,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_service_caBundle,ClusterPolicy,caBundle,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_service_headers,ClusterPolicy,headers,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_service_headers_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_service_headers_value,ClusterPolicy,value,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_apiCall_urlPath,ClusterPolicy,urlPath,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_configMap,ClusterPolicy,configMap,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_configMap_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_configMap_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_globalReference,ClusterPolicy,globalReference,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_globalReference_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_globalReference_jmesPath,ClusterPolicy,jmesPath,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry,ClusterPolicy,imageRegistry,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_reference,ClusterPolicy,reference,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials,ClusterPolicy,imageRegistryCredentials,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_allowInsecureRegistry,ClusterPolicy,allowInsecureRegistry,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers,ClusterPolicy,providers,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_default,ClusterPolicy,default,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_amazon,ClusterPolicy,amazon,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_azure,ClusterPolicy,azure,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_google,ClusterPolicy,google,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_providers_github,ClusterPolicy,github,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_secrets,ClusterPolicy,secrets,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_imageRegistryCredentials_secrets_StringValue,ClusterPolicy,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_imageRegistry_jmesPath,ClusterPolicy,jmesPath,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_variable,ClusterPolicy,variable,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_variable_default,ClusterPolicy,default,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_variable_jmesPath,ClusterPolicy,jmesPath,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_context_variable_value,ClusterPolicy,value,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_data,ClusterPolicy,data,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_kind,ClusterPolicy,kind,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_list,ClusterPolicy,list,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions,ClusterPolicy,preconditions,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all,ClusterPolicy,all,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_message,ClusterPolicy,message,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator,ClusterPolicy,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_Equals,ClusterPolicy,Equals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_NotEquals,ClusterPolicy,NotEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_In,ClusterPolicy,In,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_AnyIn,ClusterPolicy,AnyIn,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_AllIn,ClusterPolicy,AllIn,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_NotIn,ClusterPolicy,NotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_AnyNotIn,ClusterPolicy,AnyNotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_AllNotIn,ClusterPolicy,AllNotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_GreaterThanOrEquals,ClusterPolicy,GreaterThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_GreaterThan,ClusterPolicy,GreaterThan,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_LessThanOrEquals,ClusterPolicy,LessThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_LessThan,ClusterPolicy,LessThan,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_DurationGreaterThanOrEquals,ClusterPolicy,DurationGreaterThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_DurationGreaterThan,ClusterPolicy,DurationGreaterThan,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_DurationLessThanOrEquals,ClusterPolicy,DurationLessThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_operator_DurationLessThan,ClusterPolicy,DurationLessThan,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_all_value,ClusterPolicy,value,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any,ClusterPolicy,any,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_message,ClusterPolicy,message,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator,ClusterPolicy,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_Equals,ClusterPolicy,Equals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_NotEquals,ClusterPolicy,NotEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_In,ClusterPolicy,In,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_AnyIn,ClusterPolicy,AnyIn,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_AllIn,ClusterPolicy,AllIn,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_NotIn,ClusterPolicy,NotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_AnyNotIn,ClusterPolicy,AnyNotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_AllNotIn,ClusterPolicy,AllNotIn,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_GreaterThanOrEquals,ClusterPolicy,GreaterThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_GreaterThan,ClusterPolicy,GreaterThan,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_LessThanOrEquals,ClusterPolicy,LessThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_LessThan,ClusterPolicy,LessThan,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_DurationGreaterThanOrEquals,ClusterPolicy,DurationGreaterThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_DurationGreaterThan,ClusterPolicy,DurationGreaterThan,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_DurationLessThanOrEquals,ClusterPolicy,DurationLessThanOrEquals,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_operator_DurationLessThan,ClusterPolicy,DurationLessThan,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_preconditions_any_value,ClusterPolicy,value,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_uid,ClusterPolicy,uid,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_generateExisting,ClusterPolicy,generateExisting,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_kind,ClusterPolicy,kind,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_namespace,ClusterPolicy,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_orphanDownstreamOnPolicyDelete,ClusterPolicy,orphanDownstreamOnPolicyDelete,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_synchronize,ClusterPolicy,synchronize,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_uid,ClusterPolicy,uid,
kyverno_io_v1_ClusterPolicy_spec_rules_imageExtractors,ClusterPolicy,imageExtractors,-
kyverno_io_v1_ClusterPolicy_spec_rules_imageExtractors_path,ClusterPolicy,path,
kyverno_io_v1_ClusterPolicy_spec_rules_imageExtractors_jmesPath,ClusterPolicy,jmesPath,
kyverno_io_v1_ClusterPolicy_spec_rules_imageExtractors_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_imageExtractors_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_imageExtractors_value,ClusterPolicy,value,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate,ClusterPolicy,mutate,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach,ClusterPolicy,foreach,-
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context,ClusterPolicy,context,-
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_name,ClusterPolicy,name,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall,ClusterPolicy,apiCall,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_data,ClusterPolicy,data,-
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_data_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_data_value,ClusterPolicy,value,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_default,ClusterPolicy,default,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_jmesPath,ClusterPolicy,jmesPath,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_method,ClusterPolicy,method,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_method_GET,ClusterPolicy,GET,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_method_POST,ClusterPolicy,POST,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_service,ClusterPolicy,service,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_service_url,ClusterPolicy,url,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_service_caBundle,ClusterPolicy,caBundle,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_service_headers,ClusterPolicy,headers,-
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_service_headers_key,ClusterPolicy,key,
kyverno_io_v1_ClusterPolicy_spec_rules_mutate_foreach_context_apiCall_service_headers_value,ClusterPolicy,value,
